Player,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
0,22.0,TOR,NBA,PF,29.0,0.0,11.8,1.4,2.6,0.56,0.0,0.1,0.5,1.4,2.5,0.562,0.567,1.1,1.3,0.816,1.0,1.6,2.7,0.4,0.4,0.5,0.6,1.8,4.0,665000.0
1,26.0,CHA,NBA,PF,52.0,5.0,13.7,1.4,3.2,0.429,0.0,0.0,0.0,1.4,3.2,0.434,0.429,1.3,1.9,0.65,1.3,2.5,3.8,0.7,0.3,0.5,0.6,1.5,4.0,804131.0
2,27.0,ORL,NBA,SF,64.0,64.0,36.0,6.2,14.1,0.439,1.1,3.8,0.3,5.1,10.4,0.489,0.478,3.0,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5,7750000.0
3,24.0,TOT,NBA,C,45.0,0.0,8.6,1.0,1.8,0.55,0.0,0.0,0.0,1.0,1.8,0.55,0.55,0.3,0.4,0.6,0.7,2.0,2.7,0.2,0.1,0.5,0.5,1.3,2.2,2445480.0
4,27.0,POR,NBA,PF,74.0,74.0,37.7,8.6,17.8,0.484,0.0,0.2,0.143,8.6,17.6,0.488,0.485,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,13500000.0
5,23.0,PHI,NBA,C,79.0,37.0,21.1,2.6,5.7,0.454,0.0,0.0,0.0,2.6,5.7,0.455,0.454,0.5,0.8,0.717,2.0,3.0,5.0,0.9,0.3,0.7,0.7,2.3,5.8,3000000.0
6,37.0,MIA,NBA,SG,79.0,0.0,25.8,3.7,8.2,0.449,1.8,4.2,0.419,1.9,4.0,0.48,0.555,1.8,2.0,0.886,0.5,2.2,2.7,1.7,0.8,0.2,1.3,1.6,10.9,3090000.0
7,31.0,MEM,NBA,SG,79.0,79.0,26.7,3.6,8.1,0.445,0.0,0.3,0.125,3.6,7.8,0.458,0.447,1.7,2.4,0.717,1.5,3.1,4.6,1.2,1.5,0.6,1.2,2.7,8.9,3300000.0
8,22.0,NOH,NBA,SF,76.0,71.0,27.2,3.0,6.2,0.475,0.1,0.3,0.211,2.9,6.0,0.486,0.479,1.3,1.8,0.737,1.8,5.9,7.7,1.4,1.2,0.7,1.5,2.0,7.3,2947800.0
9,30.0,TOT,NBA,PF,39.0,0.0,9.5,0.8,2.1,0.395,0.0,0.0,0.0,0.8,2.1,0.395,0.395,0.3,0.9,0.333,1.2,1.5,2.7,0.3,0.4,0.3,0.5,1.4,1.9,1069509.0
10,34.0,MIA,NBA,C,42,0,14.9,1.7,2.9,.577,0.0,0.1,.667,1.6,2.9,.575,.585,1.5,2.2,.677,1.4,2.7,4.1,0.4,0.4,1.0,0.6,2.1,4.9,4526000.0
11,30.0,TOR,NBA,SF,65,2,23.0,3.6,9.5,.383,1.5,4.4,.333,2.2,5.1,.426,.460,1.9,2.3,.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,2.0,10.7,885120.0
12,23.0,TOT,NBA,"SF,SG",39.0,2.0,10.3,1.3,3.2,0.413,0.5,1.5,0.35,0.8,1.7,0.47,0.496,0.6,0.7,0.857,0.5,1.4,1.8,1.1,0.4,0.1,0.6,0.6,3.8,472427.0
13,24.0,NOH,NBA,PF,81.0,22.0,30.9,5.8,13.8,0.423,2.6,6.9,0.382,3.2,6.9,0.464,0.519,1.9,2.2,0.844,2.4,4.0,6.4,1.2,0.5,0.4,1.2,2.2,16.2,8700000.0
14,28.0,NYK,NBA,PF,67.0,67.0,37.0,10.0,22.2,0.449,2.3,6.2,0.379,7.6,16.0,0.476,0.502,6.3,7.6,0.83,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,19450000.0
15,30.0,MIA,NBA,C,62.0,3.0,9.1,0.6,1.1,0.515,0.0,0.0,0.0,0.6,1.1,0.515,0.515,0.3,0.5,0.607,0.7,1.1,1.9,0.2,0.2,0.7,0.4,0.8,1.4,3750000.0
16,27.0,WAS,NBA,SF,56.0,15.0,26.3,3.4,8.1,0.417,1.4,3.7,0.364,2.0,4.3,0.463,0.501,1.4,1.7,0.821,0.8,4.0,4.8,2.0,1.3,0.4,1.5,1.3,9.5,7258960.0
17,24.0,MEM,NBA,PF,59,3,16.4,2.7,6.1,.451,0.1,0.3,.278,2.7,5.8,.460,.458,0.6,0.8,.717,1.2,1.7,2.9,0.6,0.4,0.6,0.7,2.1,6.1,3006217.0
18,26.0,HOU,NBA,C,82,82,30.0,4.0,7.5,.541,0.0,0.0,.000,4.0,7.5,.542,.541,2.0,3.6,.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7,10.1,8374646.0
19,25.0,IND,NBA,PG,76.0,5.0,16.1,1.4,3.9,0.35,0.9,2.5,0.353,0.5,1.4,0.346,0.464,1.1,1.3,0.838,0.3,0.9,1.2,2.2,0.4,0.0,0.9,0.8,4.7,3500000.0
20,27.0,TOT,NBA,C,55.0,3.0,13.3,1.7,3.0,0.551,0.0,0.0,0.0,1.7,3.0,0.551,0.551,0.4,0.9,0.4,1.1,2.5,3.6,1.3,0.4,0.3,0.9,1.9,3.7,1500000.0
21,25.0,IND,NBA,PF,37,0,10.0,1.6,3.4,.484,0.1,0.1,.500,1.6,3.3,.484,.492,0.6,0.6,.913,0.8,2.0,2.8,0.4,0.2,0.3,0.6,1.2,3.9,1500000.0
22,23.0,POR,NBA,PF,62.0,0.0,11.8,1.4,3.8,0.368,1.0,2.9,0.348,0.4,0.9,0.429,0.5,0.2,0.2,0.769,0.2,2.0,2.2,0.5,0.2,0.1,0.4,1.3,3.9,1892280.0
23,30.0,BOS,NBA,PG,41,2,12.5,2.0,4.7,.430,0.4,1.1,.383,1.6,3.6,.445,.477,0.8,1.0,.756,0.2,0.9,1.1,1.4,0.4,0.1,0.5,1.2,5.2,1229255.0
24,28.0,MIN,NBA,PG,74.0,2.0,23.1,4.3,10.2,0.417,1.3,3.8,0.346,3.0,6.5,0.458,0.481,1.4,1.8,0.784,0.5,2.3,2.8,4.0,0.4,0.0,2.0,1.8,11.3,4493500.0
25,27.0,TOR,NBA,PF,35,25,28.7,4.9,12.2,.399,1.1,3.5,.309,3.8,8.7,.436,.444,1.9,2.2,.844,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8,12.7,10000000.0
26,20.0,GSW,NBA,SF,81.0,81.0,25.4,3.4,7.8,0.439,0.6,1.8,0.359,2.8,6.0,0.464,0.481,1.8,2.3,0.758,0.7,3.5,4.1,1.2,0.6,0.2,1.2,1.7,9.2,2798040.0
27,32.0,LAC,NBA,SF,80.0,4.0,25.7,3.9,8.4,0.462,1.4,4.1,0.342,2.5,4.4,0.574,0.544,1.1,1.5,0.744,1.4,3.2,4.6,1.5,1.0,0.8,1.1,2.9,10.3,1229255.0
