Player,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
0,38.0,LAL,NBA,C,79.0,79.0,33.3,9.6,16.9,0.564,0.0,0.0,0.0,9.6,16.9,0.565,0.564,4.3,5.6,0.765,1.7,4.4,6.1,3.5,0.8,1.6,2.6,3.1,23.4,2030000.0
1,31.0,PHO,NBA,C,78.0,45.0,25.7,4.4,8.7,0.502,0.0,0.0,0.0,4.4,8.7,0.504,0.502,2.0,2.6,0.783,1.9,4.2,6.1,4.2,1.3,0.6,2.6,3.5,10.8,600000.0
2,23.0,SAC,NBA,PG,18.0,0.0,7.7,0.9,2.4,0.364,0.0,0.2,0.0,0.9,2.3,0.39,0.364,0.4,0.7,0.667,0.1,0.2,0.3,1.2,0.5,0.1,0.6,0.5,2.2,85000.0
3,26.0,DAL,NBA,SF,74.0,73.0,33.8,9.0,17.9,0.503,0.2,0.8,0.286,8.8,17.2,0.513,0.509,4.3,6.1,0.705,2.4,3.6,6.0,4.6,0.8,0.2,3.4,3.1,22.6,626240.0
4,26.0,BOS,NBA,SG,80.0,78.0,30.1,4.4,8.8,0.504,0.3,0.9,0.356,4.1,7.9,0.521,0.522,1.5,1.7,0.904,0.6,2.4,2.9,5.1,1.2,0.1,1.6,2.6,10.7,550000.0
5,27.0,TOT,NBA,SF,77,30,21.8,4.0,8.2,.494,0.0,0.1,.222,4.0,8.0,.498,.495,1.1,1.6,.669,1.7,1.9,3.6,1.9,0.7,0.1,1.1,1.6,9.2,115000.0
6,25.0,CLE,NBA,PG,78,77,31.7,4.7,11.1,.423,0.1,0.5,.243,4.6,10.6,.431,.428,2.2,2.8,.791,1.0,2.6,3.5,9.4,1.6,0.1,3.1,2.1,11.7,300000.0
7,28.0,NYK,NBA,PF,48,36,25.9,4.2,9.2,.456,0.0,0.1,.000,4.2,9.1,.460,.456,2.7,3.5,.772,2.1,4.8,7.0,1.0,0.7,0.8,2.1,4.3,11.1,500000.0
8,24.0,UTA,NBA,PF,82,13,28.8,5.9,13.1,.448,0.0,0.1,.000,5.9,13.0,.451,.448,2.8,3.4,.830,1.8,4.2,6.0,1.9,0.5,1.4,1.8,2.0,14.6,260000.0
9,31.0,GSW,NBA,SF,75,14,23.9,3.6,7.6,.477,0.2,0.5,.486,3.4,7.1,.477,.492,1.3,1.7,.802,1.8,3.8,5.6,1.1,0.9,0.1,0.7,2.3,8.8,520833.0
10,26.0,CHI,NBA,SF,82.0,33.0,26.1,4.3,8.4,0.517,0.0,0.2,0.0,4.3,8.2,0.532,0.517,2.2,3.1,0.718,2.2,2.2,4.4,3.1,1.0,0.1,1.7,2.6,10.9,225000.0
11,25.0,NYK,NBA,PF,70,15,20.1,3.4,6.8,.491,0.0,0.0,.000,3.4,6.8,.492,.491,1.9,3.6,.526,1.3,3.3,4.6,0.6,0.6,0.3,1.8,3.0,8.6,105000.0
12,22.0,PHI,NBA,PF,80.0,80.0,36.9,7.4,13.0,0.572,0.2,0.9,0.227,7.2,12.1,0.598,0.58,5.0,7.2,0.685,4.4,8.4,12.8,3.9,2.2,1.6,4.4,4.2,20.0,437500.0
13,23.0,ATL,NBA,SG,64.0,0.0,10.0,1.6,3.5,0.455,0.0,0.1,0.0,1.6,3.4,0.47,0.455,1.2,1.6,0.728,0.2,0.8,1.0,1.2,0.4,0.0,0.7,1.3,4.3,70000.0
14,21.0,LAC,NBA,C,79.0,37.0,26.4,4.1,8.4,0.49,0.0,0.0,0.333,4.1,8.3,0.491,0.491,2.9,3.9,0.746,2.0,5.6,7.6,1.0,0.8,2.6,1.8,3.6,11.1,575000.0
