Player,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
0,29.0,SAC,NBA,PF,72.0,30.0,27.2,4.6,8.8,0.525,0.1,0.3,0.227,4.5,8.5,0.536,0.529,3.0,3.9,0.784,1.5,3.5,5.0,2.1,0.7,0.6,1.5,3.2,12.3,5000000.0
1,23.0,DET,NBA,SG,5,0,7.0,0.8,3.2,.250,0.2,1.0,.200,0.6,2.2,.273,.281,0.0,0.0,0.0,0.2,0.8,1.0,0.8,0.2,0.0,0.8,0.8,1.8,398762.0
2,27.0,CHI,NBA,PF,54.0,20.0,13.0,2.2,4.6,0.49,0.0,0.0,1.0,2.2,4.6,0.488,0.492,0.4,0.7,0.605,0.8,1.8,2.6,0.4,0.3,0.3,0.6,1.7,4.9,1670000.0
3,30.0,SEA,NBA,SG,78.0,78.0,38.7,8.7,19.2,0.454,3.4,8.4,0.412,5.3,10.9,0.486,0.544,4.2,4.6,0.903,0.9,3.3,4.3,3.7,1.3,0.2,2.4,1.9,25.1,13223140.0
4,24.0,BOS,NBA,PG,51.0,9.0,19.2,2.5,5.4,0.471,0.2,0.7,0.324,2.3,4.7,0.492,0.491,2.0,2.6,0.746,0.6,1.5,2.2,1.3,1.0,0.4,1.3,2.5,7.2,969696.0
5,29.0,HOU,NBA,PG,63,63,38.6,4.4,11.7,.379,1.6,5.0,.327,2.8,6.8,.418,.449,1.6,2.3,.692,0.6,3.5,4.0,6.7,1.6,0.2,2.5,3.1,12.1,3850000.0
6,27.0,NOK,NBA,C,32,2,17.8,1.8,3.1,.571,0.0,0.0,0.0,1.8,3.1,.571,.571,1.5,3.2,.476,1.9,2.9,4.8,0.2,0.3,1.3,0.8,2.6,5.0,3500000.0
7,23.0,CHA,NBA,SF,36,7,15.7,2.1,5.0,.414,0.7,1.6,.414,1.4,3.4,.415,.481,0.9,1.1,.805,0.6,1.3,1.9,0.9,0.3,0.1,0.9,1.3,5.8,398762.0
8,31.0,TOT,NBA,SG,43.0,11.0,24.3,2.5,7.0,0.356,0.9,3.1,0.299,1.6,3.9,0.402,0.422,2.2,2.6,0.838,0.5,2.8,3.3,2.3,0.5,0.1,1.3,2.3,8.1,9093000.0
9,32.0,MIA,NBA,SF,48.0,1.0,13.3,1.1,2.6,0.429,0.1,0.4,0.263,1.0,2.2,0.458,0.448,0.3,0.4,0.722,0.4,1.3,1.7,0.6,0.4,0.1,0.5,1.6,2.6,7900000.0
10,19.0,CLE,NBA,C,6,0,1.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.2,0.0,398762.0
11,21.0,DEN,NBA,SF,80.0,80.0,36.8,9.5,19.7,0.481,0.5,1.9,0.243,9.0,17.8,0.506,0.493,7.2,8.9,0.808,1.5,3.4,4.9,2.7,1.1,0.5,2.7,2.9,26.5,3713640.0
12,25.0,TOR,NBA,C,52.0,34.0,11.6,1.0,2.8,0.366,0.0,0.0,0.0,1.0,2.8,0.368,0.366,0.3,0.5,0.536,0.8,1.9,2.8,0.3,0.5,0.1,0.8,2.0,2.3,2238960.0
13,24.0,WAS,NBA,PG,80,80,42.3,9.3,20.9,.447,2.5,6.8,.369,6.8,14.1,.485,.507,8.2,10.0,.820,0.7,2.8,3.5,6.1,2.0,0.3,3.7,3.6,29.3,10243200.0
14,20.0,TOT,NBA,SF,57.0,10.0,17.5,1.6,4.0,0.412,0.0,0.1,0.2,1.6,3.9,0.416,0.414,1.4,2.2,0.606,1.4,2.5,3.8,1.1,1.0,0.2,1.1,1.8,4.6,682051.0
15,37.0,DAL,NBA,PG,62,2,10.0,0.7,2.1,.336,0.2,0.8,.229,0.5,1.3,.400,.379,0.5,0.7,.786,0.3,1.0,1.3,1.4,0.4,0.0,0.9,1.1,2.1,1138500.0
16,26.0,TOT,NBA,"PG,SG",77,0,15.5,2.2,4.9,.444,0.1,0.3,.350,2.1,4.6,.450,.454,1.4,1.8,.774,0.4,1.3,1.7,3.0,0.5,0.1,1.1,1.5,5.8,4000000.0
17,31.0,TOT,NBA,"PG,SG",71,41,24.1,3.2,8.1,.394,1.4,3.9,.354,1.8,4.2,.431,.479,1.8,2.3,.791,0.3,1.4,1.7,2.8,0.6,0.0,1.2,2.1,9.5,4500000.0
18,37.0,ORL,NBA,SF,36.0,3.0,10.7,0.7,2.0,0.342,0.0,0.0,0.0,0.7,2.0,0.342,0.342,0.6,0.8,0.7,0.5,1.0,1.5,0.6,0.3,0.2,0.3,1.1,2.0,1138500.0
19,34.0,LAC,NBA,C,8.0,1.0,10.6,0.9,1.9,0.467,0.0,0.0,0.0,0.9,1.9,0.467,0.467,1.6,2.3,0.722,0.3,2.1,2.4,0.5,0.5,0.5,1.1,1.6,3.4,5333333.0
20,24.0,TOT,NBA,PG,58.0,29.0,25.8,3.8,8.1,0.468,0.4,1.1,0.349,3.4,7.0,0.486,0.491,2.0,2.5,0.803,0.4,1.9,2.3,3.8,0.9,0.2,2.1,2.8,10.0,1724280.0
21,23.0,PHO,NBA,SG,57,11,27.9,4.8,9.9,.481,1.5,3.4,.444,3.3,6.5,.501,.558,1.9,2.6,.755,0.5,2.1,2.6,2.8,0.8,0.1,1.6,2.5,13.1,930600.0
22,25.0,TOT,NBA,"PF,SF",56.0,5.0,11.3,1.3,2.5,0.5,0.1,0.3,0.2,1.2,2.2,0.536,0.511,0.6,0.8,0.681,0.9,1.3,2.2,0.5,0.4,0.1,0.5,1.8,3.1,552269.0
23,24.0,MIA,NBA,C,8,0,5.6,0.6,2.0,.313,0.0,0.0,0.0,0.6,2.0,.313,.313,0.4,0.5,.750,0.3,1.0,1.3,0.0,0.0,0.0,0.6,1.3,1.6,398762.0
