Player,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
10,31.0,DEN,NBA,SG,81.0,4.0,19.3,4.1,9.0,0.458,0.7,2.1,0.314,3.5,6.9,0.502,0.495,1.2,1.5,0.78,0.4,1.1,1.6,2.3,1.0,0.1,1.3,1.8,10.1,75000.0
11,24.0,NYK,NBA,PF,63.0,63.0,35.0,8.4,16.7,0.503,0.0,0.1,0.0,8.4,16.6,0.507,0.503,4.7,6.6,0.713,2.5,6.3,8.8,1.7,1.4,2.3,3.6,3.9,21.5,1500000.0
12,24.0,IND,NBA,PG,82,82,31.1,4.5,8.9,.509,0.0,0.1,.200,4.5,8.7,.513,.510,2.9,3.7,.788,1.3,2.7,4.1,5.8,1.3,0.2,2.0,2.7,12.0,210000.0
13,26.0,DET,NBA,PF,80.0,69.0,22.4,3.2,6.8,0.472,0.0,0.0,0.0,3.2,6.8,0.474,0.472,1.5,2.2,0.672,2.5,5.7,8.2,0.8,0.5,0.6,1.6,2.5,7.9,400000.0
14,27.0,LAL,NBA,PG,80,80,36.3,8.5,16.4,.522,0.1,0.5,.205,8.4,15.9,.532,.525,6.7,7.9,.848,1.5,4.8,6.3,12.2,1.7,0.5,3.8,2.1,23.9,1000000.0
15,30.0,DET,NBA,SG,78.0,8.0,27.8,6.8,14.8,0.462,0.1,0.2,0.286,6.8,14.6,0.464,0.464,2.0,2.6,0.786,1.6,1.7,3.3,3.8,1.2,0.2,1.7,2.0,15.7,491667.0
16,23.0,CHI,NBA,SG,82,82,40.0,13.4,27.8,.482,0.1,0.8,.182,13.2,27.0,.491,.484,10.2,11.9,.857,2.0,3.2,5.2,4.6,2.9,1.5,3.3,2.9,37.1,737500.0
18,27.0,NJN,NBA,SF,61,15,21.2,4.0,9.4,.426,0.2,0.5,.406,3.8,8.9,.427,.437,1.3,1.6,.810,1.3,2.2,3.5,1.7,0.6,0.5,1.7,2.9,9.5,650000.0
19,30.0,NYK,NBA,SF,6,4,35.7,8.7,17.5,.495,0.0,0.0,0.0,8.7,17.5,.495,.495,5.3,7.2,.744,2.2,3.2,5.3,3.2,0.3,0.0,2.5,2.3,22.7,874000.0
20,23.0,ATL,NBA,C,82.0,19.0,20.5,2.1,4.3,0.48,0.0,0.0,0.0,2.1,4.3,0.481,0.48,1.5,2.3,0.654,1.9,4.1,6.0,0.4,0.6,0.9,1.1,3.2,5.6,650000.0
21,24.0,CLE,NBA,PF,67,1,13.0,2.5,5.6,.455,0.0,0.0,.000,2.5,5.6,.456,.455,1.1,1.5,.713,1.4,2.4,3.7,1.0,0.4,0.6,1.3,2.2,6.1,301666.0
22,26.0,ATL,NBA,PF,82,10,22.5,3.1,6.0,.506,0.0,0.0,.000,3.1,6.0,.509,.506,1.9,2.6,.731,2.7,3.8,6.5,0.5,0.6,0.8,0.9,3.2,8.0,375000.0
23,28.0,DET,NBA,PF,63,6,20.3,2.3,5.1,.447,0.0,0.0,0.0,2.3,5.1,.447,.447,1.5,1.9,.821,1.5,4.5,6.0,0.6,0.5,0.8,1.2,3.5,6.1,500000.0
24,25.0,HOU,NBA,SF,81.0,81.0,38.7,5.3,9.7,0.552,0.0,0.1,0.0,5.3,9.6,0.558,0.552,3.8,4.9,0.779,2.3,4.8,7.1,5.4,1.1,0.7,2.6,2.1,14.4,565000.0
25,25.0,NYK,NBA,PF,59,16,16.5,1.5,3.0,0.492,0.0,0.0,0.0,1.5,3.0,0.492,0.492,0.9,1.4,0.65,1.3,2.6,3.8,0.8,0.6,0.3,1.1,2.3,3.9,125000.0
26,28.0,TOT,NBA,PF,66,11,16.5,2.3,5.0,.470,0.0,0.1,.000,2.3,4.9,.475,.470,1.2,1.8,.675,1.2,1.6,2.8,0.4,0.3,0.8,1.0,2.4,5.9,225000.0
27,29.0,NYK,NBA,C,44,9,17.6,1.6,4.0,.408,0.0,0.0,.000,1.6,3.9,.410,.408,0.7,1.3,.544,1.2,2.9,4.1,0.4,0.5,1.6,1.1,2.2,3.9,250000.0
28,28.0,NYK,NBA,SF,65.0,8.0,22.2,2.6,6.0,0.427,0.0,0.1,0.2,2.5,5.9,0.43,0.428,1.9,2.6,0.727,1.6,2.0,3.6,1.7,0.7,0.3,1.1,1.9,7.0,450000.0
29,31.0,HOU,NBA,SG,75,63,34.6,5.6,13.4,.417,0.7,2.2,.327,4.9,11.3,.435,.444,1.8,2.4,.768,0.6,3.2,3.9,4.3,1.0,0.3,1.4,3.1,13.7,400000.0
30,25.0,ATL,NBA,PG,82.0,82.0,31.6,4.2,9.2,0.451,0.0,0.3,0.19,4.1,9.0,0.459,0.454,4.5,5.4,0.828,1.0,2.6,3.6,10.0,2.1,0.4,2.6,3.5,12.8,450000.0
31,24.0,SAS,NBA,SG,81,78,33.3,7.3,15.6,.466,0.2,0.6,.271,7.1,15.0,.474,.471,3.0,4.0,.753,2.3,2.9,5.2,5.2,3.2,0.4,3.0,3.3,17.7,307500.0
32,31.0,ATL,NBA,C,75.0,58.0,23.5,2.3,4.2,0.546,0.0,0.0,0.0,2.3,4.2,0.546,0.546,0.8,1.2,0.724,2.1,4.4,6.5,0.3,0.6,1.9,0.8,3.2,5.4,1000000.0
33,26.0,HOU,NBA,PF,43.0,32.0,30.8,6.4,13.2,0.489,0.0,0.1,0.0,6.4,13.1,0.492,0.489,2.7,4.4,0.624,2.0,6.6,8.7,2.8,0.9,1.3,2.9,3.9,15.6,1363500.0
34,26.0,PHO,NBA,SF,82.0,4.0,20.2,4.4,8.8,0.494,0.0,0.2,0.118,4.3,8.6,0.504,0.496,1.7,2.2,0.781,1.2,2.1,3.3,1.5,0.7,0.3,1.3,2.6,10.5,110000.0
35,30.0,BOS,NBA,PG,78.0,15.0,20.1,2.6,5.1,0.508,0.1,0.3,0.269,2.5,4.8,0.524,0.516,0.5,0.5,0.881,0.3,0.9,1.2,2.4,0.5,0.0,0.8,1.6,5.7,200000.0
36,28.0,NYK,NBA,PG,80.0,30.0,24.4,3.3,7.4,0.446,0.1,0.5,0.262,3.2,6.9,0.46,0.455,0.9,1.1,0.798,0.4,1.1,1.4,5.4,0.8,0.1,1.8,2.0,7.6,500000.0
37,25.0,DET,NBA,PG,81,81,37.2,7.7,16.7,0.463,0.2,1.2,0.194,7.5,15.5,0.484,0.47,4.9,6.4,0.768,1.0,2.9,3.9,10.0,1.9,0.2,4.2,3.1,20.6,759000.0
38,24.0,NYK,NBA,PF,33,4,8.5,0.9,2.0,.433,0.0,0.0,.000,0.9,2.0,.439,.433,0.4,0.6,.650,0.5,1.2,1.7,0.2,0.1,0.1,0.7,1.5,2.2,90000.0
39,29.0,PHI,NBA,SG,52,12,20.3,3.8,8.4,0.451,0.4,1.3,0.328,3.4,7.1,0.473,0.476,2.6,3.2,0.796,0.3,1.3,1.6,3.6,0.3,0.2,2.2,1.5,10.6,710000.0
40,27.0,NYK,NBA,SG,70.0,15.0,24.2,4.6,9.9,0.47,1.0,2.3,0.422,3.7,7.6,0.485,0.52,1.1,1.4,0.762,0.7,1.2,1.9,2.4,1.7,0.2,1.1,2.4,11.4,325000.0
41,24.0,NJN,NBA,PF,76,22,13.2,2.0,4.3,.465,0.0,0.0,.000,2.0,4.3,.466,.465,1.0,1.4,.731,1.1,1.5,2.6,0.8,0.4,0.2,1.1,2.6,5.0,150000.0
42,28.0,PHI,NBA,SF,58,6,14.1,1.0,2.4,.428,0.0,0.1,.200,1.0,2.3,.436,.431,0.4,0.8,.467,0.9,1.6,2.5,0.5,0.6,0.4,0.4,2.2,2.4,500000.0
43,22.0,NYK,NBA,SF,68,64,25.3,4.2,8.5,.491,0.0,0.1,.000,4.2,8.5,.494,.491,2.1,2.7,.757,1.7,3.2,5.0,1.1,0.7,0.7,1.1,3.5,10.4,500000.0
44,34.0,BOS,NBA,C,10,0,11.2,1.0,2.6,.385,0.0,0.0,0.0,1.0,2.6,.385,.385,0.8,1.5,.533,1.1,2.0,3.1,0.9,0.1,1.0,1.5,2.3,2.8,425000.0
45,27.0,ATL,NBA,SF,79,79,37.6,10.5,22.6,.463,0.4,1.3,.292,10.1,21.3,.474,.472,7.7,9.4,.818,2.7,3.6,6.3,3.3,1.5,0.6,2.7,1.9,29.0,1100000.0
46,23.0,NYK,NBA,SG,80,73,34.5,7.9,16.3,.486,0.3,0.9,.351,7.6,15.4,.494,.496,2.9,4.2,.701,1.5,2.2,3.7,4.4,1.1,0.2,2.7,2.1,19.1,250000.0
47,28.0,DAL,NBA,SG,54,0,12.2,2.2,5.7,.390,0.1,0.5,.280,2.1,5.3,.400,.402,2.0,2.6,.784,0.7,1.0,1.7,0.6,0.4,0.2,0.6,1.5,6.6,500000.0
48,27.0,NJN,NBA,SF,75,53,35.2,7.4,14.2,.521,0.0,0.1,.125,7.4,14.1,.524,.522,5.8,7.5,.777,1.6,3.3,4.9,3.5,0.7,1.1,2.8,3.2,20.7,600000.0
